176,2016-04-07,24554
177,2016-01-28,5879
178,2016-06-10,46123
179,2016-02-20,36043
180,2016-12-11,12314
181,2016-11-08,10993
182,2016-12-11,46378
183,2016-06-23,27901
184,2016-03-06,57415
185,2016-12-13,13164
186,2016-02-16,56206
187,2016-09-28,5305
188,2016-03-10,28951
189,2016-03-04,15191
190,2016-12-04,27715
191,2016-06-20,44005
192,2016-07-27,2201
193,2016-11-24,2821
194,2016-10-19,3283
195,2016-05-04,55157
196,2016-06-12,25875
197,2016-09-22,20359
198,2016-10-18,57353
199,2016-06-17,26764
200,2016-10-09,15666
201,2016-11-04,20068
202,2016-12-18,38665
203,2016-06-16,47006
204,2016-09-18,17920
205,2016-10-11,38667
206,2016-10-15,25524
207,2016-09-17,8691
208,2016-11-26,4087
209,2016-02-20,41976
210,2016-03-20,51698
211,2016-04-05,40791
212,2016-05-11,44999
213,2016-11-21,31503
214,2016-08-26,27158
215,2016-04-21,17676
216,2016-04-21,50815
217,2016-12-22,44329
218,2016-10-08,10070
219,2016-07-05,46708
220,2016-06-28,15271
221,2016-01-06,44449
222,2016-02-09,36316
223,2016-10-24,2757
224,2016-07-14,12854
225,2016-06-16,13198
226,2016-09-15,31889
227,2016-01-08,11103
228,2016-06-25,46926
229,2016-09-22,41444
230,2016-07-25,48077
231,2016-01-26,9995
232,2016-08-14,29989
233,2016-11-05,57146
234,2016-07-25,32936
235,2016-08-06,16545
236,2016-01-03,51455
237,2016-02-06,25724
238,2016-01-25,7946
239,2016-04-03,25928
240,2016-12-07,3610
241,2016-05-24,31315
242,2016-08-13,57182
243,2016-02-25,1730
244,2016-01-13,19774
245,2016-10-14,36919
246,2016-03-13,21392
247,2016-01-11,20352
248,2016-06-01,49949
249,2016-05-18,16950
250,2016-04-16,22016
251,2016-01-04,42881
252,2016-09-17,26187
253,2016-04-07,338
254,2016-12-01,17501
255,2016-06-23,40321
256,2016-09-15,18494
257,2016-03-15,40341
258,2016-03-12,49334
259,2016-07-21,16399
260,2016-12-16,30802
261,2016-07-25,7339
262,2016-09-24,41116
263,2016-08-26,15703
264,2016-10-19,35294
265,2016-09-17,40038
266,2016-10-24,58730
267,2016-08-18,2791
268,2016-07-17,50805
269,2016-04-20,26737
270,2016-12-05,35426
271,2016-05-13,33222
272,2016-07-26,56142
273,2016-10-15,36039
274,2016-09-12,46582
275,2016-08-18,18129
276,2016-05-24,34152
277,2016-03-03,5022
278,2016-02-18,33335
279,2016-02-26,41518
280,2016-07-18,44846
281,2016-01-25,16297
282,2016-09-06,36283
283,2016-06-08,17648
284,2016-10-23,46506
285,2016-09-27,34360
286,2016-05-19,5144
287,2016-12-18,59589
288,2016-11-23,46797
289,2016-12-22,7616
290,2016-02-26,18249
291,2016-07-08,34997
292,2016-09-18,42200
293,2016-09-23,16666
294,2016-11-03,52467
295,2016-10-28,38125
296,2016-12-08,50151
297,2016-03-17,17031
298,2016-12-22,26312
299,2016-05-12,16674
300,2016-09-09,58160
301,2016-09-09,44316
302,2016-10-11,47618
303,2016-05-06,50459
304,2016-09-17,21656
305,2016-09-17,21489
306,2016-09-18,51154
307,2016-12-10,15525
308,2016-05-28,47229
309,2016-09-28,51754
310,2016-07-06,55128
311,2016-12-12,51209
312,2016-02-01,57028
313,2016-01-04,20554
314,2016-01-22,13881
315,2016-11-17,51333
316,2016-11-07,37553
317,2016-09-11,54776
318,2016-09-05,14052
319,2016-02-25,55594
320,2016-06-11,14823
321,2016-05-19,31656
322,2016-12-19,8347
323,2016-11-08,36660
324,2016-02-18,38691
325,2016-02-11,12427
326,2016-07-06,208
327,2016-11-03,55017
328,2016-01-23,32405
329,2016-03-13,55348
330,2016-04-13,20885
331,2016-06-17,40093
332,2016-05-02,54107
333,2016-03-26,31276
334,2016-12-02,47354
335,2016-06-09,19280
336,2016-04-28,52833
337,2016-09-27,11835
338,2016-11-12,35429
339,2016-06-22,41115
340,2016-06-15,39570
341,2016-09-10,30042
342,2016-05-04,8448
343,2016-04-24,48987
344,2016-05-25,22318
345,2016-11-16,16487
346,2016-02-01,53096
347,2016-09-09,50655
348,2016-01-01,19240
349,2016-12-09,49126
350,2016-01-24,34019
351,2016-01-09,7880
352,2016-10-06,8106
353,2016-07-27,3061
354,2016-07-10,38498
355,2016-05-25,38654
356,2016-04-25,56803
357,2016-05-06,20131
358,2016-12-15,25616
359,2016-02-28,3235
360,2016-12-15,22977
361,2016-11-10,46217
362,2016-05-22,19044
363,2016-12-24,24376
364,2016-05-20,43846
365,2016-11-22,10781
366,2016-12-02,4305
367,2016-11-22,40634
368,2016-09-10,42067
369,2016-11-25,28062
370,2016-06-25,59191
371,2016-12-06,16354
372,2016-11-05,13001
373,2016-02-21,4884
374,2016-11-09,47656
375,2016-03-28,6637
376,2016-03-22,20875
377,2016-11-07,52534
378,2016-07-09,21762
379,2016-04-22,55383
380,2016-12-03,20113
381,2016-04-24,41234
382,2016-06-22,16607
383,2016-06-07,28529
384,2016-12-15,57431
385,2016-06-13,44776
386,2016-10-13,528
387,2016-01-14,11645
388,2016-09-09,12599
389,2016-11-11,11412
390,2016-09-17,17870
391,2016-12-02,30775
392,2016-02-20,12914
393,2016-01-05,57512
394,2016-11-24,38672
395,2016-12-17,59459
396,2016-08-27,1839
397,2016-11-04,42902
398,2016-05-22,27726
399,2016-01-10,45079
400,2016-09-06,53022
401,2016-10-26,52074
402,2016-12-28,41185
403,2016-06-25,44679
404,2016-07-24,1661
405,2016-03-12,43910
406,2016-05-15,7261
407,2016-05-23,14052
408,2016-08-22,43938
409,2016-06-23,3348
410,2016-08-25,52078
411,2016-06-17,52252
412,2016-01-08,402
413,2016-12-09,1388
414,2016-09-27,10796
415,2016-01-04,36794
416,2016-07-23,31288
417,2016-06-02,41481
418,2016-01-25,38934
419,2016-07-08,39626
420,2016-11-28,25183
421,2016-06-19,13574
422,2016-03-11,41060
423,2016-07-06,12995
424,2016-12-01,20650
425,2016-01-23,10310
426,2016-08-08,35764
427,2016-09-12,16998
428,2016-07-21,40092
429,2016-03-16,57944
430,2016-01-09,897
431,2016-12-16,5114
432,2016-01-09,28928
433,2016-11-23,49736
434,2016-11-05,36877
435,2016-07-01,57243
436,2016-07-21,36501
437,2016-06-12,59801
438,2016-01-24,56555
439,2016-03-11,13094
440,2016-04-04,2842
441,2016-02-05,29406
442,2016-05-09,6188
443,2016-01-15,14977
444,2016-01-17,8625
445,2016-05-11,33135
446,2016-03-10,16345
447,2016-03-25,41958
448,2016-01-20,58011
449,2016-11-12,14043
450,2016-06-19,21248
451,2016-12-18,38625
452,2016-10-27,19265
453,2016-03-21,59788
454,2016-09-12,30297
455,2016-12-15,25123
456,2016-09-17,49846
457,2016-07-09,57222
458,2016-04-07,21730
459,2016-07-04,57932
460,2016-10-10,56318
461,2016-01-19,29022
462,2016-12-22,47512
463,2016-12-06,46145
464,2016-02-03,45304
465,2016-02-21,47195
466,2016-01-26,23038
467,2016-08-02,49062
468,2016-03-15,59054
469,2016-04-05,55426
470,2016-04-26,21121
471,2016-08-07,28499
472,2016-11-06,44375
473,2016-01-28,53956
474,2016-10-03,36956
475,2016-10-26,16384
476,2016-11-11,8279
477,2016-12-22,33725
478,2016-03-19,56071
479,2016-04-09,10905
480,2016-08-15,28240
481,2016-06-25,38708
482,2016-10-03,3563
483,2016-05-07,2258
484,2016-10-27,37709
485,2016-03-22,41533
486,2016-02-25,44836
487,2016-07-02,30508
488,2016-02-11,1824
489,2016-02-21,46875
490,2016-06-23,48795
491,2016-03-03,21228
492,2016-01-23,644
493,2016-10-27,16761
494,2016-06-02,49527
495,2016-01-16,22405
496,2016-08-11,36360
497,2016-08-13,7801
498,2016-12-11,4232
499,2016-12-17,1247
500,2016-10-20,48445
501,2016-12-05,46297
502,2016-10-04,11239
503,2016-07-18,1526
504,2016-03-26,28276
505,2016-08-09,11120
506,2016-04-20,19448
507,2016-04-06,27390
508,2016-03-10,52597
509,2016-08-20,27573
510,2016-09-16,35918
511,2016-08-02,39549
512,2016-06-15,3805
513,2016-04-07,40511
514,2016-01-01,53228
515,2016-11-15,47643
516,2016-02-07,42024
517,2016-09-17,56184
518,2016-01-27,31084
519,2016-03-16,18232
520,2016-10-16,59391
521,2016-06-03,33908
522,2016-07-20,34174
523,2016-08-20,8003
524,2016-01-28,46606
525,2016-10-06,45512
526,2016-07-24,37984
527,2016-03-01,8440
528,2016-02-16,17827
529,2016-07-23,45980
530,2016-02-17,8554
531,2016-04-03,56073
532,2016-05-02,15419
533,2016-08-14,27547
534,2016-11-15,52870
535,2016-09-19,45511
536,2016-03-08,38242
537,2016-10-06,44447
538,2016-11-25,9120
539,2016-10-25,14032
540,2016-08-15,47913
541,2016-10-08,49632
542,2016-02-11,48407
543,2016-10-05,29493
544,2016-01-15,34857
545,2016-03-13,44715
546,2016-09-17,30044
547,2016-07-25,54152
548,2016-06-25,19860
549,2016-10-04,30793
550,2016-09-11,52576
551,2016-04-19,51366
552,2016-03-27,45754
553,2016-09-09,17828
554,2016-07-16,2503
555,2016-05-02,50391
556,2016-01-02,48705
557,2016-04-23,18637
558,2016-11-21,33076
559,2016-03-28,36079
560,2016-01-04,31214
561,2016-11-10,42926
562,2016-11-22,9356
563,2016-07-25,59924
564,2016-03-05,10875
565,2016-03-17,5542
566,2016-08-20,45664
567,2016-03-10,31283
568,2016-01-28,20814
569,2016-04-24,58566
570,2016-07-16,47475
571,2016-03-15,9354
572,2016-01-25,2416
573,2016-07-25,24744
574,2016-11-01,43127
575,2016-05-06,37340
576,2016-10-04,59959
577,2016-06-28,13728
578,2016-08-10,41384
579,2016-10-27,46799
580,2016-12-26,40517
581,2016-03-11,14038
582,2016-10-28,5806
583,2016-09-28,3553
584,2016-05-20,5347
585,2016-08-06,5974
586,2016-04-02,9388
587,2016-12-08,50445
588,2016-10-17,44874
589,2016-02-21,34409
590,2016-03-27,25205
591,2016-01-04,13348
592,2016-10-19,25384
593,2016-07-14,13372
594,2016-07-26,42130
595,2016-06-11,48203
596,2016-05-06,40230
597,2016-02-16,15109
598,2016-09-25,30187
599,2016-12-04,21594
600,2016-08-07,59123
601,2016-03-25,4681
602,2016-12-02,15200
603,2016-10-15,51807
604,2016-05-03,15350
605,2016-10-27,26015
606,2016-10-27,58342
607,2016-12-21,47061
608,2016-11-24,38363
609,2016-05-09,30478
610,2016-07-26,13923
611,2016-04-16,36537
612,2016-10-23,51123
613,2016-04-10,28749
614,2016-05-27,27295
615,2016-01-28,17313
616,2016-09-19,14984
617,2016-04-21,34829
618,2016-05-02,5408
619,2016-01-16,39616
620,2016-06-08,57164
621,2016-11-28,46710
622,2016-07-14,51522
623,2016-02-20,24579
624,2016-04-17,1425
625,2016-09-05,58746
626,2016-04-26,18885
627,2016-11-03,31218
628,2016-03-02,5
629,2016-02-10,42116
630,2016-04-19,7769
631,2016-04-03,52348
632,2016-11-26,21131
633,2016-12-13,25497
634,2016-04-13,40904
635,2016-08-24,51916
636,2016-08-26,37577
637,2016-11-18,52628
638,2016-08-14,58
639,2016-12-07,8869
640,2016-03-26,13443
641,2016-10-18,14629
642,2016-08-17,28788
643,2016-07-04,22103
644,2016-06-06,30233
645,2016-06-20,6248
646,2016-08-04,930
647,2016-05-10,25478
648,2016-10-13,41591
649,2016-04-15,45536
650,2016-02-28,45046
651,2016-05-10,42452
652,2016-07-27,46315
653,2016-12-04,45915
654,2016-01-22,23140
655,2016-08-01,4393
656,2016-06-07,58035
657,2016-11-15,29384
658,2016-03-12,16629
659,2016-12-27,30107
660,2016-10-15,15351
661,2016-06-08,10192
662,2016-06-25,11831
663,2016-12-15,17469
664,2016-01-13,5930
665,2016-03-28,19010
666,2016-09-01,32822
667,2016-10-27,2123
668,2016-04-22,55859
669,2016-12-03,27553
670,2016-06-12,44242
671,2016-08-07,49324
672,2016-09-09,50727
673,2016-06-10,32056
674,2016-12-27,58519
675,2016-07-25,43870
676,2016-06-28,23575
677,2016-07-26,11535
678,2016-06-01,20337
679,2016-06-14,21884
680,2016-04-17,36697
681,2016-02-19,1320
682,2016-07-21,42318
683,2016-02-15,21756
684,2016-06-08,31824
685,2016-12-13,28489
686,2016-11-13,45975
687,2016-01-07,40053
688,2016-03-07,23731
689,2016-07-16,19491
690,2016-01-19,10440
691,2016-10-15,21806
692,2016-06-07,49436
693,2016-03-02,4853
694,2016-09-25,36888
695,2016-02-28,28019
696,2016-10-27,55096
697,2016-11-10,1538
698,2016-10-19,53781
699,2016-02-05,52721
700,2016-05-14,15121
701,2016-03-04,22588
702,2016-03-17,43975
703,2016-07-14,22982
704,2016-01-09,53631
705,2016-04-06,24537
706,2016-01-21,19401
707,2016-03-27,37494
708,2016-11-13,40778
709,2016-04-28,38763
710,2016-04-15,55380
711,2016-05-14,15839
712,2016-07-20,46278
713,2016-07-06,2905
714,2016-06-27,55361
715,2016-08-09,17991
716,2016-10-09,24281
717,2016-06-18,51234
718,2016-03-24,40805
719,2016-03-09,31818
720,2016-06-05,37689
721,2016-02-01,26971
722,2016-08-24,3709
723,2016-07-01,622
724,2016-07-20,11127
725,2016-11-15,21657
726,2016-03-17,24288
727,2016-03-26,42638
728,2016-07-26,55061
729,2016-10-25,44107
730,2016-03-18,42143
731,2016-12-18,11597
732,2016-04-05,53510
733,2016-05-06,22483
734,2016-11-05,3658
735,2016-06-03,44483
736,2016-10-01,24401
737,2016-03-10,57393
738,2016-06-20,6443
739,2016-07-17,15254
740,2016-09-23,39616
741,2016-04-13,46028
742,2016-04-24,28232
743,2016-10-05,8000
744,2016-07-23,3871
745,2016-04-27,50674
746,2016-09-09,17912
747,2016-01-03,11396
748,2016-11-07,11169
749,2016-01-25,55889
750,2016-11-26,7410
751,2016-05-04,20460
752,2016-12-19,20140
753,2016-02-20,9626
754,2016-11-08,58653
755,2016-08-26,36399
756,2016-02-03,48063
757,2016-10-03,48126
758,2016-03-11,42744
759,2016-08-03,9313
760,2016-02-09,39229
761,2016-03-22,3085
762,2016-04-20,5246
763,2016-06-01,20293
764,2016-03-08,47224
765,2016-11-08,44587
766,2016-10-13,28882
767,2016-10-02,54138
768,2016-09-25,22
769,2016-05-01,25850
770,2016-10-27,24204
771,2016-02-05,20572
772,2016-06-10,27211
773,2016-04-16,8532
774,2016-03-24,59798
775,2016-12-21,42782
776,2016-05-19,6692
777,2016-04-23,2290
778,2016-01-03,12819
779,2016-08-25,55478
780,2016-09-16,4378
781,2016-05-05,31008
782,2016-01-10,50142
783,2016-09-03,25351
784,2016-09-08,59809
785,2016-07-02,37477
786,2016-03-11,32265
787,2016-07-23,5957
788,2016-06-25,32012
789,2016-12-24,17084
790,2016-01-19,24929
791,2016-08-14,10978
792,2016-02-23,34360
793,2016-06-21,52923
794,2016-05-15,22691
795,2016-01-20,19980
796,2016-01-17,6370
797,2016-03-11,57355
798,2016-05-13,18920
799,2016-12-05,6609
800,2016-04-02,3607
801,2016-10-25,13569
802,2016-02-25,1189
803,2016-07-09,55327
804,2016-07-27,43911
805,2016-07-07,50728
806,2016-06-16,5115
807,2016-02-05,59161
808,2016-11-05,24460
809,2016-01-13,33690
810,2016-09-12,54108
811,2016-01-04,51210
812,2016-02-19,15652
813,2016-12-11,44259
814,2016-08-13,59119
815,2016-05-01,15822
816,2016-05-25,48204
817,2016-04-25,3835
818,2016-07-03,510
819,2016-04-21,44482
820,2016-01-14,50143
821,2016-06-20,1754
822,2016-06-06,33748
823,2016-04-23,19252
824,2016-05-22,55483
825,2016-05-21,43435
826,2016-02-12,27722
827,2016-07-06,6825
828,2016-11-17,15556
829,2016-06-25,21608
830,2016-11-25,190
831,2016-10-24,12585
832,2016-04-09,3363
833,2016-05-18,2228
834,2016-03-18,33448
835,2016-12-16,19080
836,2016-07-12,41000
837,2016-04-17,47916
838,2016-03-01,25242
839,2016-04-10,14237
840,2016-04-20,36613
841,2016-10-23,19958
842,2016-12-16,7208
843,2016-10-17,922
844,2016-06-06,6451
845,2016-08-25,39811
846,2016-04-05,28335
847,2016-11-22,42451
848,2016-08-01,52788
849,2016-01-01,2825
850,2016-01-26,10620
851,2016-05-12,24981
852,2016-11-11,25706
853,2016-06-28,11151
854,2016-03-04,49373
855,2016-02-13,47643
856,2016-09-20,11343
857,2016-12-14,52067
858,2016-07-01,18132
859,2016-04-15,32948
860,2016-01-18,9860
861,2016-05-07,8655
862,2016-11-18,34479
863,2016-05-18,24485
864,2016-07-14,23160
865,2016-12-24,48091
866,2016-08-05,57748
867,2016-08-22,30558
868,2016-01-18,18295
869,2016-04-16,37141
870,2016-09-23,49305
871,2016-06-07,59448
872,2016-12-01,42209
873,2016-05-24,36989
874,2016-08-27,35109
875,2016-10-10,39476
876,2016-08-20,22665
877,2016-08-13,25034
878,2016-09-05,12879
879,2016-07-14,11741
880,2016-08-15,53812
881,2016-03-11,41403
882,2016-12-25,54156
883,2016-02-23,52856
884,2016-11-07,40420
885,2016-09-27,51845
886,2016-02-28,18976
887,2016-12-18,55240
888,2016-06-19,9236
889,2016-12-26,42554
890,2016-01-05,1218
891,2016-06-09,340
892,2016-03-20,1513
893,2016-12-14,11055
894,2016-04-26,11878
895,2016-04-14,9258
896,2016-09-15,25981
897,2016-06-13,42114
898,2016-05-20,9228
899,2016-07-10,37293
900,2016-10-02,58038
901,2016-08-17,58270
902,2016-05-02,17255
903,2016-06-08,50354
904,2016-03-09,54449
905,2016-08-11,18941
906,2016-02-21,6961
907,2016-07-19,45906
908,2016-05-07,34054
909,2016-08-15,12001
910,2016-08-01,54276
911,2016-05-16,53311
912,2016-10-28,41246
913,2016-09-13,34457
914,2016-05-21,38039
915,2016-04-06,39612
916,2016-07-11,59712
917,2016-11-02,56391
918,2016-05-06,44069
919,2016-04-18,6699
920,2016-01-18,42933
921,2016-06-11,18560
922,2016-10-08,12804
923,2016-04-02,14950
924,2016-07-24,1854
925,2016-12-19,1377
926,2016-02-27,4053
927,2016-04-09,43756
928,2016-07-13,39624
929,2016-08-14,40922
930,2016-01-19,50140
931,2016-06-19,47274
932,2016-09-07,51864
933,2016-12-20,36902
934,2016-09-25,36159
935,2016-07-28,16955
936,2016-12-23,40068
937,2016-01-05,8267
938,2016-11-08,11722
939,2016-08-26,18879
940,2016-09-22,33889
941,2016-01-21,6155
942,2016-11-05,56514
943,2016-11-04,52851
944,2016-03-08,17116
945,2016-04-12,6312
946,2016-03-01,38617
947,2016-01-02,21889
948,2016-04-13,24639
949,2016-06-22,30905
950,2016-01-23,6803
951,2016-09-14,15707
952,2016-12-26,20795
953,2016-11-14,37412
954,2016-12-05,18695
955,2016-07-09,29781
956,2016-06-15,2701
957,2016-03-09,49399
958,2016-08-24,39847
959,2016-09-09,30518
960,2016-04-18,51407
961,2016-05-23,10511
962,2016-09-04,34102
963,2016-11-21,54343
964,2016-08-11,35982
965,2016-12-17,22387
966,2016-06-18,41034
967,2016-04-25,31043
968,2016-02-21,35582
969,2016-01-14,27196
970,2016-09-10,3428
971,2016-06-16,36115
972,2016-06-24,27486
973,2016-11-08,30883
974,2016-07-01,43383
975,2016-11-02,35676
976,2016-09-05,2933
977,2016-05-06,34496
978,2016-01-13,44141
979,2016-11-09,35709
980,2016-03-26,573
981,2016-11-05,30996
982,2016-11-25,3995
983,2016-08-07,49539
984,2016-07-24,22295
985,2016-01-20,16118
986,2016-10-26,54560
987,2016-03-14,36839
988,2016-01-08,3248
989,2016-01-12,28690
990,2016-10-24,35248
991,2016-08-11,17373
992,2016-08-18,50537
993,2016-08-05,52109
994,2016-02-13,20134
995,2016-04-27,38695
996,2016-11-13,30454
997,2016-10-27,38809
998,2016-09-04,26246
999,2016-04-10,15097
1000,2016-12-17,36267
1001,2016-11-04,44780
1002,2016-11-14,18902
1003,2016-02-07,38284
1004,2016-12-02,18397
1005,2016-04-14,53613
1006,2016-08-17,27545
1007,2016-11-28,32661
1008,2016-08-12,16874
1009,2016-07-14,14102
1010,2016-06-11,46485
1011,2016-10-21,6001
1012,2016-10-03,41309
1013,2016-08-27,26652
1014,2016-10-26,41768
1015,2016-03-22,5951
1016,2016-06-07,15722
1017,2016-05-13,30961
1018,2016-08-09,55625
1019,2016-11-01,45808
1020,2016-07-04,46327
1021,2016-11-26,40365
1022,2016-07-05,34864
1023,2016-10-25,7189
1024,2016-06-13,42621
1025,2016-04-13,4901
1026,2016-06-24,3508
1027,2016-12-20,26263
1028,2016-06-22,19220
1029,2016-01-12,36539
1030,2016-06-09,43478
1031,2016-03-02,44243
1032,2016-01-14,16787
1033,2016-03-27,28290
1034,2016-08-02,41729
1035,2016-05-21,48209
1036,2016-12-17,43399
1037,2016-09-24,11119
1038,2016-04-28,41127
1039,2016-05-25,5568
1040,2016-05-24,22297
1041,2016-07-10,35946
1042,2016-05-21,1254
1043,2016-11-11,37212
1044,2016-07-04,11564
1045,2016-03-12,32748
1046,2016-09-03,11930
1047,2016-07-03,29685
1048,2016-07-06,33390
1049,2016-10-23,25499
1050,2016-03-17,20478
1051,2016-09-28,15306
1052,2016-07-28,45351
1053,2016-04-09,32310
1054,2016-04-12,21709
1055,2016-09-14,55407
1056,2016-12-09,29532
1057,2016-06-18,20637
1058,2016-04-07,33978
1059,2016-05-18,42282
1060,2016-04-14,36570
1061,2016-03-14,11439
1062,2016-11-13,5673
1063,2016-06-22,41274
1064,2016-10-27,43661
1065,2016-03-14,52675
1066,2016-08-15,23997
1067,2016-07-06,20520
1068,2016-01-14,54005
1069,2016-11-17,34472
1070,2016-02-07,27113
1071,2016-03-18,23552
1072,2016-12-14,10378
1073,2016-01-16,35325
1074,2016-02-07,28705
1075,2016-07-03,57064
1076,2016-01-08,8646
1077,2016-05-03,24007
1078,2016-03-19,6537
1079,2016-10-18,33258
1080,2016-05-08,8113
1081,2016-04-22,32389
1082,2016-09-17,49963
1083,2016-06-16,24547
1084,2016-08-09,9427
1085,2016-04-02,11518
1086,2016-12-17,35996
1087,2016-05-16,50787
1088,2016-01-11,40899
1089,2016-04-06,46416
1090,2016-04-14,7250
1091,2016-03-13,55568
1092,2016-04-25,32385
1093,2016-03-03,45164
1094,2016-08-27,8316
1095,2016-09-07,55674
1096,2016-06-19,19461
1097,2016-09-02,59354
1098,2016-01-21,44211
1099,2016-07-16,26926
1100,2016-08-23,43450
1101,2016-12-07,48600
1102,2016-11-26,2709
1103,2016-09-26,2061
1104,2016-06-21,19549
1105,2016-09-02,11771
1106,2016-10-28,16858
1107,2016-08-28,15052
1108,2016-08-20,32514
1109,2016-06-26,22223
1110,2016-11-13,18087
1111,2016-01-16,13389
1112,2016-06-12,47994
1113,2016-04-13,25953
1114,2016-07-18,46274
1115,2016-09-14,49296
1116,2016-02-26,42031
1117,2016-06-12,32173
1118,2016-10-10,8960
1119,2016-08-16,18963
1120,2016-02-01,29163
1121,2016-12-14,16707
1122,2016-07-05,54163
1123,2016-09-24,8822
1124,2016-12-26,58573
1125,2016-05-19,51534
1126,2016-11-15,14955
1127,2016-11-07,19819
1128,2016-10-18,31728
1129,2016-12-11,11468
1130,2016-03-11,33242
1131,2016-06-08,48992
1132,2016-12-14,42449
1133,2016-11-11,10989
1134,2016-02-10,16264
1135,2016-08-13,23886
1136,2016-02-04,47285
1137,2016-01-23,10955
1138,2016-10-16,8166
1139,2016-01-25,49954
1140,2016-06-15,24143
1141,2016-05-14,28738
1142,2016-10-26,53437
1143,2016-11-13,26740
1144,2016-07-19,4090
1145,2016-02-17,54323
1146,2016-11-26,51882
1147,2016-08-09,1790
1148,2016-12-17,12628
1149,2016-10-14,53804
1150,2016-04-23,45284
1151,2016-12-02,40544
1152,2016-04-19,45956
1153,2016-01-10,23630
1154,2016-10-17,16106
1155,2016-05-06,27491
